n = 27
0.0000186569	0.0013432961	0.0028731611	0.0035634661	0.0000093284	0.0006250058	0.0012873254	0.0000839560	0.0030037594	0.0000652991	0.0013619530	0.0061940876	0.0016511348	0.0147016297	0.0000093284	0.0009328445	0.0000000000	0.0074814131	0.0063713281	0.0073228295	0.0008115747	0.0021735277	0.0005317214	0.0001305982	0.0029757740	0.0001119413	0.0004664223
0.0012686686	0.0001305982	0.0000000000	0.0000000000	0.0038713048	0.0000000000	0.0000000000	0.0000000000	0.0007276187	0.0001679120	0.0000000000	0.0009141876	0.0000093284	0.0000000000	0.0022388269	0.0000000000	0.0000000000	0.0008209032	0.0001399267	0.0000652991	0.0023880820	0.0000093284	0.0000093284	0.0000000000	0.0001212698	0.0000000000	0.0003358240
0.0034328678	0.0000000000	0.0001212698	0.0000000000	0.0026586069	0.0000000000	0.0000000000	0.0038433194	0.0006250058	0.0000000000	0.0016604633	0.0010074721	0.0000000000	0.0000093284	0.0027798767	0.0000000000	0.0000093284	0.0006623196	0.0000652991	0.0014365806	0.0003171671	0.0000000000	0.0000000000	0.0000000000	0.0000839560	0.0000000000	0.0004384369
0.0009888152	0.0000093284	0.0000000000	0.0003451525	0.0034981670	0.0000279853	0.0001772405	0.0000000000	0.0013806099	0.0000093284	0.0000000000	0.0002052258	0.0000093284	0.0000186569	0.0012779970	0.0000000000	0.0000000000	0.0007742610	0.0008862023	0.0000279853	0.0004850792	0.0000466422	0.0000186569	0.0000000000	0.0004757507	0.0000000000	0.0245058256
0.0062500583	0.0000746276	0.0016884486	0.0071549175	0.0043843693	0.0009608299	0.0004291085	0.0001399267	0.0011847125	0.0000093284	0.0003264956	0.0030970438	0.0017444193	0.0074534277	0.0004104516	0.0008395601	0.0000839560	0.0122575770	0.0058769205	0.0029477887	0.0000746276	0.0016044926	0.0009888152	0.0008115747	0.0017630761	0.0000186569	0.0457466954
0.0013526246	0.0000000000	0.0000000000	0.0000000000	0.0014365806	0.0008022463	0.0000000000	0.0000000000	0.0019123313	0.0000000000	0.0000000000	0.0006436627	0.0000279853	0.0000000000	0.0040019030	0.0000000000	0.0000000000	0.0017537477	0.0000373138	0.0009515014	0.0005783636	0.0000000000	0.0000000000	0.0000000000	0.0000373138	0.0000000000	0.0010261290
0.0008768739	0.0000093284	0.0000000000	0.0000000000	0.0026959207	0.0000000000	0.0001772405	0.0026865922	0.0008955307	0.0000000000	0.0000000000	0.0005130645	0.0000093284	0.0002891818	0.0012593401	0.0000000000	0.0000000000	0.0009141876	0.0003917947	0.0000559707	0.0005317214	0.0000000000	0.0000093284	0.0000000000	0.0000186569	0.0000000000	0.0063993134
0.0108583102	0.0000000000	0.0000000000	0.0000000000	0.0294312447	0.0000000000	0.0000000000	0.0000093284	0.0076866389	0.0000000000	0.0000000000	0.0000466422	0.0000093284	0.0000000000	0.0045429528	0.0000186569	0.0000000000	0.0008488885	0.0000746276	0.0015391935	0.0006996334	0.0000000000	0.0000746276	0.0000000000	0.0002985102	0.0000000000	0.0066698383
0.0002145542	0.0000652991	0.0028358473	0.0024253958	0.0017630761	0.0005223929	0.0021735277	0.0000000000	0.0000093284	0.0000000000	0.0008022463	0.0030224163	0.0023787535	0.0103545742	0.0008209032	0.0003917947	0.0000186569	0.0025373371	0.0045149675	0.0052052724	0.0000466422	0.0015391935	0.0000000000	0.0001399267	0.0000000000	0.0001679120	0.0000373138
0.0000186569	0.0000000000	0.0000000000	0.0000000000	0.0002891818	0.0000000000	0.0000000000	0.0000000000	0.0000839560	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003824663	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005223929	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0000186569	0.0000000000	0.0000000000	0.0000000000	0.0031436860	0.0000000000	0.0000000000	0.0000000000	0.0011847125	0.0000000000	0.0000000000	0.0000932845	0.0000093284	0.0007649325	0.0000279853	0.0000093284	0.0000000000	0.0000000000	0.0004664223	0.0000000000	0.0000279853	0.0000000000	0.0000000000	0.0000000000	0.0000746276	0.0000000000	0.0028824896
0.0030970438	0.0000373138	0.0000559707	0.0026959207	0.0055131111	0.0005503783	0.0000652991	0.0000000000	0.0036380936	0.0000000000	0.0003544809	0.0050933311	0.0002798534	0.0000093284	0.0032089852	0.0003171671	0.0000000000	0.0001026129	0.0011287419	0.0006903049	0.0007556041	0.0001585836	0.0001772405	0.0000000000	0.0025746509	0.0000000000	0.0058769205
0.0036754074	0.0004664223	0.0000000000	0.0000000000	0.0049440760	0.0000559707	0.0000000000	0.0000000000	0.0015391935	0.0000000000	0.0000000000	0.0000373138	0.0002611965	0.0000373138	0.0026959207	0.0007182903	0.0000000000	0.0000000000	0.0004944076	0.0000186569	0.0007929178	0.0000000000	0.0000000000	0.0000000000	0.0001772405	0.0000000000	0.0042351141
0.0009328445	0.0000186569	0.0009141876	0.0113154041	0.0047761640	0.0000466422	0.0071922313	0.0000466422	0.0012593401	0.0000746276	0.0005876920	0.0007462756	0.0000000000	0.0005037360	0.0032556274	0.0000000000	0.0000279853	0.0000186569	0.0013806099	0.0035261523	0.0004570938	0.0000279853	0.0000186569	0.0000186569	0.0010727712	0.0000000000	0.0107463689
0.0006063489	0.0006250058	0.0005690352	0.0011100850	0.0003171671	0.0007462756	0.0000839560	0.0000093284	0.0008209032	0.0000279853	0.0011473988	0.0020336011	0.0038899617	0.0055784102	0.0031343576	0.0012873254	0.0000000000	0.0075746975	0.0018190468	0.0038713048	0.0104012164	0.0012686686	0.0037127212	0.0000186569	0.0004384369	0.0000466422	0.0027425629
0.0013246392	0.0000000000	0.0000093284	0.0000000000	0.0026119647	0.0000093284	0.0000000000	0.0002238827	0.0009048592	0.0000000000	0.0000000000	0.0015765072	0.0000000000	0.0000000000	0.0013899383	0.0005970205	0.0000000000	0.0010261290	0.0004477654	0.0003731378	0.0006343343	0.0000000000	0.0000279853	0.0000000000	0.0001305982	0.0000000000	0.0011847125
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0006156774	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
0.0026959207	0.0000932845	0.0002052258	0.0012406832	0.0106250991	0.0001212698	0.0005503783	0.0001958973	0.0028824896	0.0000000000	0.0004944076	0.0006623196	0.0006063489	0.0009888152	0.0047015364	0.0000839560	0.0000000000	0.0006436627	0.0029664456	0.0017724046	0.0008302316	0.0002052258	0.0000466422	0.0000000000	0.0013526246	0.0000000000	0.0138340843
0.0018283753	0.0000839560	0.0004384369	0.0000000000	0.0058396067	0.0000000000	0.0000093284	0.0030597300	0.0019962873	0.0000000000	0.0005317214	0.0004477654	0.0002891818	0.0001492551	0.0019869588	0.0009981436	0.0000746276	0.0000000000	0.0015671788	0.0070336477	0.0016324779	0.0000000000	0.0002985102	0.0000000000	0.0003171671	0.0000000000	0.0207837760
0.0024160673	0.0000186569	0.0002891818	0.0000093284	0.0054384836	0.0000093284	0.0000186569	0.0352055523	0.0023507682	0.0000000000	0.0000000000	0.0006996334	0.0000093284	0.0000186569	0.0030877154	0.0000000000	0.0000000000	0.0017444193	0.0019496451	0.0014365806	0.0012313548	0.0000000000	0.0007835894	0.0000000000	0.0011287419	0.0000093284	0.0218565472
